Username,Round,Status,Country,GMAT,UG GPA,UG Major,Int,Int Invite,Age,WE,Primary Industry,Primary Function,MBA Concentration
Cody J,R2,Applying,United States,,3.72,Business,N,,27,0,Military & Defense,Analyst,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
c*******,R1,Applying,,720,,Political Science,N,,,,,,Strategy
lackofalacrity,R2,Applying,,700,3.7,Political Science,N,,24,3,Investment Banking,Project Management,Strategy
dave19,R1,Applying,India,710,,Engineering,N,,26,0,Manufacturing,Design,General Management
NYC471,R1,Applying,,730,3.35,Economics,N,,26,4,Consulting,Consulting,
Fvvaldiv,R1,Applying,,700,,,N,,,0,,,
joshuacdsmith,R1,Application Submitted,,730,3.9,Economics,N,,26,4,Internet and New Media,Analyst,General Management
Engr2012,R1,Application Submitted,,750,3.7,Engineering,N,,29,4,Aerospace and Defense,Engineering,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
3.nigel,R1,Application Submitted,,,,Marketing,N,,,0,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
KCheetah,R1,Application Submitted,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Antarc,R1,Invited to Interview,Singapore,760,3,Engineering,Y,09-30-2015,28,3,Entertainment and Sports,General Management,General Management
TheFloridian,R1,Interviewed,,,,Marketing,Y,09-29-2015,,,,,
s***********,R1,Applying,India,,,Computer Science,N,,,0,Computer Software,Analyst,Strategy
rashed27,R2,Applying,,,,,N,,,0,,,
eshan429,R2,Applying,India,770,,Computer Science,N,,,0,Retail Banking,Analyst,General Management
m***********,R1,Applying,United States,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
minwoswoh,R1,Applying,,,,,N,,,0,,,
Milke,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
kobaum,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
gprice1580,R1,Applying,,,,,N,,,0,,,
m********,R1,Applying,India,750,,Engineering,N,,,,,,Strategy
m*******,R2,Application Submitted,United States,740,3.01,Economics,Y,01-24-2015,27,5,Consulting,Human Resources,General Management
mohineev,R1,Application Submitted,,720,,,N,,,0,,,
TheMadStork,R1,Applying,,,,,N,,,0,,,
O********,R1,Application Submitted,,780,3.28,Liberal Arts and Humanities,N,,33,10,Military & Defense,Military Officer,Strategy
cjcarner,R1,Application Submitted,United States,710,3,Liberal Arts and Humanities,N,,,0,Military & Defense,Military Officer,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
CuriousKK,R1,Applying,,730,,,N,,,0,Consulting,Information Technology,
optional,R1,Applying,,680,3.56,Health or Medical,N,,,0,,,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
VJMGMAT,R1,Applying,,,,,N,,,0,,,
nathanhd,R1,Applying,,710,3.27,Engineering,N,,29,6,Accounting,Corporate Finance,
Gmad2015,R1,Applying,,,3.5,Other,N,,,3,Real Estate,Consulting,
nklotz,R1,Applying,,,,,N,,,0,,,Finance
RuggerBear,R1,Applying,Argentina,,,Other,N,,,0,Energy and Utilities,Human Resources,General Management
paisanyukta,R2,Applying,India,610,,Other,N,,,0,Manufacturing,Account Management,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
vikramushankar,R1,Applying,,,3.67,Engineering,N,,23,2,Consulting,Manufacturing and Production,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
gsreginato,R2,Applying,,700,0,Business,N,,,0,,,Finance
danielsilva355,R1,Applying,,,,,N,,,0,,,
kvisharad,R2,Applying,,,,,N,,22,0,Manufacturing,Engineering,Operations
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
JuhiWaghray,R1,Applying,,,,,N,,,0,,,Accounting
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
jchung4,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
juanirecalde,R1,Applying,United States,740,,,N,,,0,,,Real Estate
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
lozi,R1,Applying,United States,740,3.5,Engineering,N,,29,6,Consulting,Consulting,
aert06,R1,Applying,,650,,,N,,,0,,,Economics
mehuldixit,R1,Applying,,730,,,N,,,0,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
dkaran86,R1,Applying,India,720,3.51,Engineering,N,,29,8,Consulting,Consulting,Strategy
blimp13,R1,Applying,,,,,N,,,0,,,
akshaygup,R1,Applying,,,,,N,,,0,,,
runNYC07,R1,Application Submitted,United States,,,,N,,,0,,,Finance
eKaz,R1,Applying,,,,,N,,,0,,,
vikramudayshankar,R1,Applying,,,3.67,Engineering,N,,23,3,Consulting,Manufacturing and Production,Strategy
j********,R1,Invited to Interview,Singapore,740,3.65,Engineering,N,09-28-2015,29,9,Consulting,Information Technology,Strategy
skakakhel,R1,Applying,,,,,N,,,0,,,
chesterstreet,R1,Application Submitted,,720,,,N,,,0,,,Strategy
T*******,R1,Applying,United States,740,,Business,N,,25,4,Education,Analyst,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
abhinandan01,R1,Applying,,,,,N,,,0,,,
whitman,R1,Applying,,,,,N,,,0,,,
Zatopek,R1,Application Submitted,,750,3.99,Economics,N,,26,4,Advertising and PR,Analyst,
Motivatedtowin,R1,Applying,India,700,3.7,Other,N,,,2,Pharmaceuticals and Biotech,Research,Healthcare
sirflorez,R1,Applying,,,,,N,,,0,,,
bluejsea7,R1,Applying,,710,,Computer Science,N,,,,,,Technology
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
stone216,R1,Applying,,,,,N,,,0,,,
Doctorhm,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
thomas4,R1,Invited to Interview,,680,3.99,Science and Math,N,09-28-2015,,,,,Strategy
drummond55,R1,Applying,United States,,3.69,Accounting,N,,27,4,Accounting,Asset Management,General Management
sagar2286,R1,Applying,,750,,,N,,,0,,,
anant07,R1,Applying,India,720,,Engineering,N,,,0,Consulting,Analyst,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
r*******,R1,Application Submitted,United States,740,3.47,Liberal Arts and Humanities,N,,,,,,Healthcare
JoyfulDan,R1,Applying,,720,3.1,Engineering,N,,27,5,Transportation,Operations,Finance
adamz213,R1,Applying,United States,690,3.54,Accounting,N,,,0,Insurance,Accounting,Finance
Manali21,R1,Applying,,,,,N,,,0,,,
Mbradley5885,R1,Applying,,,3.59,Liberal Arts and Humanities,N,,,,,,General Management
SherLocked2018,R1,Application Submitted,,680,4,Computer Science,N,,,,,,Entrepreneurship
noraneko22,R1,Applying,,710,,,N,,,0,,,Entrepreneurship
wallflower13,R1,Application Submitted,India,770,,Engineering,N,,25,3,Manufacturing,Sales,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
jorgerodriguez,R1,Applying,United States,690,3.49,Marketing,N,,26,4,Advertising and PR,Analyst,Marketing
atcooke,R1,Application Submitted,United States,710,,Engineering,Y,,25,4,Military & Defense,Engineering,General Management
addictedk89,R1,Application Submitted,,640,,,N,,,0,,,
sidgoel,R1,Applying,,680,,,N,,,0,,,General Management
debahutipanigrahi,R1,Applying,,,4,Engineering,N,,,0,Computer Software,Consulting,
beaniebeanie,R1,Interviewed,,720,3.8,,N,,,0,Investment Banking,,
SergeyDudko,R1,Applying,Russian Federation,710,,,N,,,0,,,General Management
shuyi433,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
a********,R1,Application Submitted,,690,,Engineering,N,,27,5,Aerospace and Defense,Operations,Strategy
swethapriyankag,R1,Applying,,760,3.82,Engineering,N,,,3,Commercial Banking,,Finance
pmba2015,R1,Application Submitted,United States,,,,N,,,,,,Finance
Drilling,R1,,Canada,,,Science and Math,N,,,0,Energy and Utilities,Operations,
k*******,R1,Application Submitted,,770,3.49,,N,,,0,Consulting,,
thinkingaboutbschool,R2,Applying,,750,3.7,Economics,N,,,,,,Finance
A*******,R1,Application Submitted,,,3.5,Engineering,N,,,5,Non-Profit and Government,Consulting,Strategy
abhigyansmit,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
aaropp,R1,Application Submitted,,720,3.46,Health or Medical,N,,,0,,,General Management
dayoajayi,R2,Applying,United States,,,Computer Science,N,,,0,,,General Management
ichbinklug2003,R1,Application Submitted,,730,3.76,Engineering,Y,09-28-2015,30,6,Manufacturing,Engineering,Operations
sanjeevjacob,R1,Applying,,,,,N,,,0,,,
sidduvicster,R2,Applying,,,,,N,,,0,,,Strategy
adityapuri,R1,Applying,United States,,,Engineering,N,,26,4,Consulting,Consulting,
natarajansrikrishnan,R1,Application Submitted,United Arab Emirates,730,3.7,Engineering,N,,25,4,Pharmaceuticals and Biotech,Engineering,Strategy
llaroo,R1,Applying,,700,3.2,Other,N,,,0,,,Entrepreneurship
whachamacallit,R1,Application Submitted,,,3.52,,N,,,0,,,
shail2509,R1,Applying,,,,,N,,,0,,,International Business
bulldurham,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
k*********,R1,Applying,Singapore,720,3,Health or Medical,N,,30,6,Consumer Products,Pharmaceuticals,Finance
tamez42,R1,Application Submitted,Mexico,750,3.9,Engineering,N,,25,3,Consulting,Consulting,Technology
anirudha1708,R1,Applying,,760,,,N,,26,5,Consulting,,Finance
99souvik,R1,Applying,India,720,3.39,Engineering,N,,29,5,Manufacturing,Operations,Operations
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Coyners,R1,Applying,,680,,,N,,,0,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
target8000,R1,Applying,,,,,N,,,0,,,Nonprofit
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
ben021589,R1,Application Submitted,United States,,3.54,Communication,N,,27,5,Education,Other,
Chaithanya619,R1,,India,,,Computer Science,N,,,2,Computer Software,Information Technology,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
thrillainmanila,R1,Applying,,,,,N,,,0,Retail,,Marketing
jxbao,R1,Applying,,,,,N,,,0,,,
JNeblett,R2,Applying,,740,,,N,,,0,,,
MRogers158,R1,Applying,United States,,,,N,,30,0,Military & Defense,Military Officer,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
stevehoops5,R1,Applying,United States,710,3.58,Business,N,,,0,Consulting,Analyst,General Management
p********,R1,Applying,,750,3.43,Business,N,,28,5,Consulting,Consulting,Strategy
p********,R2,Applying,India,,4,,N,,22,0,Consulting,Consulting,
hearsay,R1,Applying,,690,3.6,Engineering,N,,28,5,Advertising and PR,Account Management,Technology
kartiksomashekar,R1,Applying,United States,,,Engineering,N,,,0,Energy and Utilities,Project Management,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
viswanathnittala,R1,Applying,United States,,3.4,Engineering,N,,,0,Consumer Products,General Management,Entrepreneurship
sumanth2015,R1,Applying,India,,2.7,Engineering,N,,26,4,Consulting,Analyst,Operations
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
M*********,R1,Applying,United States,750,,,N,,,0,,,General Management
JRAppz,R1,Applying,United States,,3,Accounting,N,,28,8,Transportation,Corporate Finance,Strategy
rahultomar1607,R1,Applying,United States,,,Computer Science,N,,26,0,Computer Software,Business Development,Finance
biblophile,R1,Application Submitted,India,730,4,Computer Science,N,,26,4,Computer Software,Engineering,General Management
Ars_msk,R1,Applying,,,,,N,,,0,,,
samriddhi320,R1,Application Submitted,,740,,Science and Math,N,,25,4,Consulting,Management Consulting,
g**,R1,Application Submitted,Brazil,750,2.7,Law,N,,31,8,Law,Law,
bradical213,R2,Applying,,760,3.81,Liberal Arts and Humanities,N,,34,9,Education,Operations,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
andydc20,R1,Applying,United States,,,Economics,N,,,,,,Finance
s******,R1,Applying,United States,,,Business,N,,27,5,Health Care,Marketing,Marketing
dashah2,R1,Application Submitted,United States,710,3.58,Engineering,N,,29,7,Consumer Products,Engineering,Technology
wheatr,R2,Applying,,,,,N,,,0,,,
s*******,R1,Application Submitted,,720,,Engineering,N,,,,,,General Management
napsmd13,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
joaquinsaul,R2,Applying,,710,2.95,Engineering,N,,30,5,Transportation,General Management,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
kr1zhna,R1,Applying,,,,,N,,,0,Telecommunications,Engineering,Marketing
augcat,R2,Applying,,750,,,N,,,0,,,Strategy
amrithakalyani,R1,Application Submitted,United States,730,3.63,Other,N,,,0,Pharmaceuticals and Biotech,Account Management,General Management
SonofPegasus,R1,Application Submitted,,720,3.12,Liberal Arts and Humanities,N,,33,0,Education,,Nonprofit
amitanand14,R2,Applying,India,730,,Engineering,N,,22,0,Aerospace and Defense,Project Management,General Management
CaliBred,R2,Applying,,700,3.79,Economics,N,,26,5,Consumer Products,Sales,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
overboard,R1,Application Submitted,,740,,,N,,,0,,,
Wowbagger,R1,Interviewed,Singapore,760,,Computer Science,Y,10-28-2015,30,6,Investment Banking,Investment Banking,
OnlyTheBrave,R1,Application Submitted,,730,,,N,,28,0,,,
vamshianand2014,R1,Applying,United States,,,Engineering,N,,,0,Internet and New Media,Account Management,General Management
gwycliff,R1,Applying,,,3.08,Liberal Arts and Humanities,N,,28,4,Education,,General Management
pedrotupy,R1,Applying,,680,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Bombardeiro,R1,Application Submitted,United States,720,3.81,Finance,Y,,28,4,Investment Banking,Investment Banking,Finance
nitinagg29,R1,Applying,India,,3.5,Computer Science,N,,17,4,Computer Software,Information Technology,International Business
Leo Urso,R2,Applying,,680,,,N,,,0,,,
MV23,R1,Application Submitted,United States,730,,,N,,26,3,Computer Software,Engineering,Technology
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
arvindmba,R1,Applying,India,770,3.34,Engineering,N,,28,1,Manufacturing,Marketing,Marketing
celich65,R1,Applying,,,3.09,Economics,N,,27,5,Military & Defense,General Management,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
layan,R1,Applying,Brazil,,,Engineering,N,,,0,Consulting,Consulting,Finance
albondigas123,R1,Applying,,730,,,N,,,0,,,Finance
AdmiralFatAllen,R1,Applying,United States,780,,,N,,,0,,,
bdubose1100,R1,Applying,,,3.6,,N,,,0,,,Strategy
BEshgh,R1,Applying,,,3,Finance,N,,22,0,Investment Banking,Corporate Finance,
vrchen,R1,Applying,,,3.76,Economics,N,,,0,,,
PolarCatastrophe,R2,Applying,United States,,3.92,Science and Math,N,,29,3,Other,Science,Operations
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
SkiFree,R1,Application Submitted,United States,770,3.86,Economics,N,,32,10,Military & Defense,Military Officer,General Management
a**************,R1,Applying,United States,740,,Engineering,N,,26,4,Mutual Funds and Brokerage,Asset Management,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
littlenginethatcould,R1,Applying,,700,,,N,,,0,,,
jfo8,R1,Applying,,,,,N,,,0,,,
joeburtner,R2,Applying,,700,,,N,,,,,,
aditya0401,R1,Application Submitted,India,770,,Engineering,N,,31,8,Health Care,Management Consulting,Healthcare
sashamba,R1,Applying,,,,,N,,,0,,,
jj2718,R1,Application Submitted,,770,3.7,Engineering,N,,29,3,Law,Law,Finance
mbadream16,R2,Applying,India,740,,Science and Math,N,,30,7,Consulting,Consulting,General Management
goldnbearbuck,R1,Applying,,,3.48,Engineering,N,,,0,,,
mlane,R2,Applying,,,,,N,,,0,,,
ideainside,R1,Applying,United States,760,,Accounting,N,,,0,Consumer Products,Corporate Finance,Entrepreneurship
mbadreamer2016,R1,Applying,,,,,N,,,0,,,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
BrickBoat,R1,Applying,,,,,N,,,0,,,Entrepreneurship
2016Hill,R1,Applying,United States,710,3.92,Economics,N,,,,,,Strategy
rkolton,R1,Applying,,,,,N,,,0,,,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
viking4539,R1,Applying,,,,,N,,,0,,,
ajp1215,R2,Applying,,,,,N,,,0,,,Marketing
BountyHunter89,R1,Applying,,,4,Engineering,N,,22,3,Computer Hardware,Engineering,Strategy
yadneo,R1,Applying,,730,,,N,,23,0,Other,Other,Entrepreneurship
BradEshgh,R1,Applying,,,,,N,,,0,,,
aswer,R2,Applying,United States,730,3.61,Engineering,N,,29,5,Manufacturing,Engineering,Operations
rsindhu,R2,Applying,India,760,3.9,Engineering,N,,,0,,,Social Entrepreneurship
purplecow13,R1,Applying,,,,,N,,,0,,,
stephenhingston,R1,Application Submitted,,730,3.35,Engineering,N,,28,6,Consumer Products,Engineering,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
pr2257,R2,Applying,United States,700,2.71,Political Science,N,,27,5,Mutual Funds and Brokerage,Law,General Management
theduzzi813,R1,Applying,,720,3.9,Education,N,,29,4,Law,Law,Finance
KMittal,R2,Applying,India,,3.62,Computer Science,N,,20,1,Consulting,Information Technology,Finance
a*******,R2,Applying,,770,,Engineering,N,,28,6,Telecommunications,Engineering,Technology
fabricioka,R2,Applying,,,,Business,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
bensun6,R2,Applying,,,,,N,,,0,,,
wirelessguy55,R1,Application Submitted,,,,Engineering,Y,,,,,,
jshah009,R1,Applying,,,,,N,,,0,,,Entrepreneurship
edwin444pr,R1,Applying,Puerto Rico,,3.3,Accounting,N,,37,10,Accounting,Consulting,Finance
malayjsr,R1,Applying,,,,Engineering,N,,,0,,,Finance
