Username,Round,Status,Country,GMAT,UG GPA,UG Major,Int,Int Invite,Age,WE,Primary Industry,Primary Function,MBA Concentration
k******,R1,Waitlisted without Interview,United Kingdom,,3.72,Finance,N,,26,5,Other,Other,Finance
b****,R3,Admitted,United States,,3.94,Economics,N,,,0,,,
j******,R2,Applying,United States,,2.9,Finance,N,,29,7,Investment Banking,Analyst,Finance
n*******,R1,Applying,United Kingdom,720,3.53,Economics,N,,26,2,Investment Banking,Business Development,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
c******,R1,Applying,India,,,Engineering,N,,18,0,Energy and Utilities,Engineering,General Management
P*******,R3,Applying,India,,,,N,,28,6,Investment Banking,Consulting,Finance
latinconsultant,R3,Waitlisted without Interview,,680,,Engineering,N,,28,5,Consulting,Consulting,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
bhavik12345,R1,Applying,,,,,N,,,0,,,
lookup,R1,,,,,,N,,,0,,,
iitkgpvivek,R2,Denied without Interview,,,,,N,,,0,,,
L**********,R1,Waitlisted without Interview,India,750,,Computer Science,N,,,,,,Strategy
rorlig,R1,Applying,,,,,N,,,0,,,
bhagawat,R1,Applying,United States,750,3.5,Engineering,N,,26,4,Manufacturing,Engineering,Finance
OptimistIndian,R2,Applying,India,690,3.5,Engineering,N,,,6,Investment Banking,Corporate Finance,Finance
EliCash1008,R1,Applying,United States,,3.87,Economics,N,,28,5,Consulting,Management Consulting,Finance
spatnik,R1,Applying,,,,,N,,,0,,,
dormor,R1,Admitted,,730,,,N,,,0,,,
futurebostonmba,R1,Admitted from WL,,710,3.18,Accounting,N,,26,5,Accounting,Accounting,Finance
astikag,R1,Applying,,,,,N,,,0,,,Marketing
dcapplicant1454,R2,Application Submitted,,750,,,N,,,0,,,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
ankit0106,R1,Applying,United States,,3.1,Engineering,N,,26,4,Computer Software,General Management,Operations
supertramp,R1,Applying,India,,3.5,Engineering,N,,24,3,Manufacturing,Engineering,General Management
midorisour,R1,Waitlisted without Interview,,,3.98,,N,,,0,,,
0angelik0,R2,Denied without Interview,,,,Economics,N,,,,,,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
vctr,R2,Admitted,,720,,,N,,,0,,,
a*******,R1,Applying,India,,3.65,Engineering,N,,,0,Computer Hardware,Engineering,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
m********,R1,Waitlisted without Interview,,,,,N,,26,0,Consulting,,
camsqsh,R1,Applying,,,,,N,,,0,,,
Blax0r,R2,Withdrawn Application,United States,760,3.3,Engineering,N,,,0,,,
rahulanand2,R1,Applying,,740,,,N,,,0,,,
BSchooler28,R2,Application Submitted,India,720,3.24,Engineering,N,,,0,Computer Software,Project Management,International Business
p*********,R4,Application Submitted,United States,720,3.79,Business,N,,,0,Pharmaceuticals and Biotech,Information Technology,Technology
d0pa,R2,Applying,India,720,,Computer Science,N,,28,5,Investment Banking,Analyst,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
azr134,R2,Applying,,750,3.7,Engineering,N,,,0,Other,Analyst,Technology
NomzamoXM,R1,Applying,,,,,N,,,0,,,
matthewpastore,R1,Applying,,,3.57,Political Science,N,,,0,Military & Defense,Military Officer,
A****,R1,Waitlisted without Interview,United States,750,2.99,,N,,,0,,,
sanchouu,R3,Applying,,730,,,N,,,0,,,
blue12,R3,Admitted,United States,,,Science and Math,N,01-27-2014,,,,,
JarvisR,R4,Applying,,,,Engineering,N,,,0,,,Technology
isacr,R1,Applying,,770,3.84,Business,N,,,0,,,International Business
yoonssuck,R2,Applying,,,3.25,Engineering,N,,,0,,,General Management
rjahncke,R3,Applying,,,,,N,,,0,,,
mayankgupta3120,R1,Waitlisted without Interview,India,770,3.43,Engineering,N,,32,5,Accounting,Accounting,Strategy
AniketGaikwad37,R2,Applying,,,,Engineering,N,,16,0,Consulting,Information Technology,
S********,R3,Application Submitted,India,740,,,N,,,,,,Finance
jpd5044,R1,Matriculating,,700,3.55,Finance,N,,,4,,,Strategy
lololol650,R1,Applying,Russian Federation,,3.6,Economics,N,,28,4,Insurance,Consulting,Finance
edge327,R2,Applying,,710,,,N,,,0,,,
Abakup,R2,Applying,,,3.81,Finance,N,,33,5,Consulting,Management Consulting,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
a******,R3,Admitted,,,3.61,Business,N,,,0,Consulting,,
excel86,R2,Withdrawn Application,,740,3.5,Finance,N,12-20-2013,28,6,Mutual Funds and Brokerage,Asset Management,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
satyajeettripathy,R1,Applying,United States,720,3.54,Engineering,N,,16,0,Computer Software,Information Technology,Technology
ysabelle1984,R3,Admitted,,,,,N,,,0,,,
jefflee007,R1,Denied without Interview,,,,,N,,,0,,,Healthcare
N*****,R3,Waitlisted without Interview,,700,3.41,Health or Medical,N,,27,4,Health Care,Medicine and Health,Healthcare
paris8008,R1,Denied without Interview,United States,710,,Economics,N,,31,8,Consulting,General Management,Strategy
bellissima,R1,Applying,,,,,N,,,0,,,
henriqueholz,R2,Applying,United States,,,Computer Science,N,,2006,0,Retail Banking,Information Technology,
agentM,R1,Applying,,,,,N,,,0,,,
iruscence,R1,Applying,,,3.25,Engineering,N,,,0,,,
pallavibarange,R2,Applying,,,,Engineering,N,,,0,,,Operations
chandanminocha,R2,Applying,India,,3.2,Engineering,N,,,4,Computer Software,Information Technology,Technology
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
AppExperts,R1,Applying,United States,,,,N,,,0,,,
CamillaW,R2,Application Submitted,,,,,N,,,0,,,
mattmck85,R1,Admitted,,670,3.56,Liberal Arts and Humanities,N,,28,7,Military & Defense,General Management,Strategy
TheFeralCat,R1,Applying,India,580,,Engineering,N,,29,7,Manufacturing,Engineering,Finance
M*****,R4,Applying,United States,,,Business,N,,28,0,Internet and New Media,Information Technology,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
tevy1231,R1,Applying,,,3.7,Finance,N,,27,3,Investment Banking,Operations,Real Estate
SilvioD,R1,Applying,,,4,Business,N,,30,0,Advertising and PR,Other,Marketing
nick1988,R1,Applying,India,,2.8,Engineering,N,,24,3,Computer Hardware,Information Technology,General Management
ryanbrowneng,R1,Applying,,,3.34,Engineering,N,,22,3,Energy and Utilities,Project Management,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Chago,R1,Applying,,,3.57,Finance,N,,,0,,,Finance
vlu23,R1,Applying,,760,3.63,Accounting,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
BudFox87,R1,Applying,,760,,,N,,,0,,,Finance
MrMBA2016,R1,Waitlisted without Interview,,,,Engineering,N,,30,1,,General Management,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
a*******,R1,Applying,United States,610,2.74,Finance,N,,27,5,Investment Banking,Corporate Finance,Strategy
Mh83,R2,Denied with Interview,,710,3.56,Finance,Y,02-27-2014,,0,,,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
T*******,R1,Denied without Interview,United States,,,Accounting,N,,,,,,Finance
hsinam3,R2,Applying,India,,,,N,,,0,Computer Software,Information Technology,
sea.personal,R1,Applying,,,,,N,,,0,,,Strategy
bms152,R1,Applying,,610,3.19,Business,N,,22,4,Energy and Utilities,Sales,
nishantonthego,R2,Applying,,,1.5,Engineering,N,,,0,Advertising and PR,Advertising,Entrepreneurship
weilin88,R2,Applying,United States,720,3.41,Accounting,N,,25,4,Accounting,Accounting,Finance
trouble,R1,Waitlisted without Interview,,760,,,N,,,0,,,
Crystal01,R1,Matriculating,United States,,,Business,N,,,0,Health Care,Analyst,Entrepreneurship
jlcordova,R1,Applying,Peru,680,3.8,Engineering,N,,26,4,Consulting,Corporate Finance,Finance
shanky3011,R1,Application Submitted,,,,Engineering,N,,,0,,,Marketing
arunjose89,R2,Applying,United States,750,3.05,Engineering,N,,25,4,Internet and New Media,Consulting,Finance
rswann,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
arnaugrasas,R1,Applying,,640,,,N,,,0,,,
demonbarca,R2,Admitted,,740,,Business,N,,,,,,Finance
fiona30,R3,Waitlisted without Interview,India,730,3.7,Computer Science,N,,24,3,Investment Banking,Programming,Strategy
twotwobird,R1,Admitted,,720,,Engineering,Y,11-27-2013,29,6,Energy and Utilities,Engineering,Strategy
tahkon,R3,Waitlisted without Interview,,,,,N,,,0,,,General Management
kquazar,R1,Applying,,,,,N,,,0,,,
cp4321,R2,Withdrawn Application,,,,,N,,,,,,
N*********,R1,Applying,India,640,2.98,Engineering,Y,07-23-2013,24,3,Computer Software,Information Technology,Finance
KeepStrongCarryOn,R1,Admitted,,740,,,N,,,0,,,
Reetabrata Ghosh,R2,Applying,India,660,,Arts,N,,,,,,Finance
balu8910,R1,Applying,India,,,Science and Math,N,,,0,Non-Profit and Government,Social Work,Leadership
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
t**********,R3,Applying,,,,Economics,N,,,,,,Finance
mumbaimein,R2,Interviewed,,,3.8,Finance,N,,,0,,,Finance
Speedchaser9,R3,Admitted,United States,740,3.42,Business,Y,02-05-2014,,4,,,
srinid,R2,Application Submitted,United States,700,4,Health or Medical,N,,30,5,Health Care,Medicine and Health,Healthcare
sparhawk,R2,Application Submitted,India,,,Finance,N,,27,6,Investment Banking,Investment Banking,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
sungs,R3,Admitted,,740,,,Y,01-27-2014,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
amaypatil01,R1,Applying,United States,,,,N,,,0,,,
yosuke515,R1,Applying,,,,,N,,,0,,,
mpaiva,R3,Admitted,,740,,Economics,Y,02-12-2014,,0,,,
K********,R1,Applying,,,,Engineering,N,,,0,Energy and Utilities,Other,
Marethyu,R2,Applying,,,2.89,Business,N,,24,2,Internet and New Media,Sales,
a*************,R1,Applying,,720,3.6,Engineering,N,,25,0,Consulting,General Management,General Management
anandg,R3,Applying,,,,,N,,,0,,,
paroma,R1,Applying,,,,,N,,,0,,,
shedawk,R1,Applying,United States,,2.8,Science and Math,N,,28,0,Insurance,,Entrepreneurship
HopefulApplicant22,R2,Applying,,,,,N,,,0,,,General Management
rakeshk24,R1,Applying,United States,590,3.42,Computer Science,N,,,0,Computer Software,Web Development,Finance
dhoy,R1,Applying,,,,,N,,,0,,,
B*************,R3,Waitlisted without Interview,India,750,3.55,Marketing,N,,27,7,Retail,General Management,Entrepreneurship
hannerz,R1,Applying,,,,,N,,,0,,,
Yoiwa,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
BschoolBound2014,R1,Admitted from WL,,710,3.82,Finance,N,03-05-2014,,4,Consulting,,
rychou,R3,Applying,,,3.69,Finance,N,,,0,,,
e*****,R1,Waitlisted without Interview,,,,,N,,,,,,
Sfamouri,R3,Waitlisted without Interview,,660,3.43,Liberal Arts and Humanities,N,,,,,,Other
hippo750,R2,Applying,United States,,2.87,Economics,N,,28,6,Energy and Utilities,Business Development,Finance
L*****,R1,Denied without Interview,,750,2.87,Engineering,N,,27,4,Computer Software,Project Management,
Yankeekid46,R1,Applying,,590,3.05,Engineering,N,,,0,Military & Defense,Engineering,
89127926989,R2,Matriculating,Russian Federation,740,4,Finance,Y,12-23-2013,28,0,Manufacturing,Accounting,
piyushgaur,R1,Applying,,,,,N,,,0,,,
niharikathakwani,R1,Applying,United States,640,4,Agriculture,N,,27,5,Hospitality and Tourism,Marketing,Marketing
cpace13,R1,Admitted,United States,710,3.2,Accounting,N,,,0,,,Finance
jimmy4ever,R1,Application Submitted,,,3.36,Computer Science,N,,2014,2,Internet and New Media,Programming,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
kaizersoze,R2,Application Submitted,India,710,3.7,Business,N,,26,5,Advertising and PR,Marketing,Marketing
suigeneris87,R1,Application Submitted,,,,,N,,,0,,,
coolapps90,R1,Applying,United States,,,Engineering,N,,21,1,Health Care,Research,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
vidhyaiyer,R1,Applying,,,3.34,Engineering,N,,20,0,Advertising and PR,Business Development,Strategy
g******,R1,Application Submitted,United States,710,3.32,Economics,N,,27,5,Insurance,Corporate Finance,General Management
rishavs,R1,Applying,,,2.1,Engineering,N,,,0,,,Entrepreneurship
P**********,R3,Denied with Interview,United States,,3.6,Political Science,Y,01-30-2014,30,6,Entertainment and Sports,Law,General Management
tejaedara,R1,Applying,,,,,N,,,0,,,
shrixkulkarni,R1,Applying,,,3.6,Engineering,N,,,0,Manufacturing,Engineering,Entrepreneurship
vaibcombat8,R1,Applying,United States,720,3.16,Science and Math,N,,,3,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
horenste,R3,Denied without Interview,,710,3.31,Finance,N,,26,3,Other,Analyst,Entrepreneurship
a****,R1,Applying,United States,,3.29,Political Science,N,,,,,,Strategy
coolheads,R2,Applying,,,,,N,,,0,,,Technology
sacaus,R2,Applying,,,,,N,,,0,,,
IntergalacticSpace,R2,Admitted,United States,730,3.6,,N,,,0,Investment Banking,,
g********,R3,Admitted,United States,730,3.77,Liberal Arts and Humanities,N,,30,8,Non-Profit and Government,Marketing,Marketing
mixxxx,R3,Invited to Interview,,730,3.76,Engineering,N,03-07-2014,,0,,,Social Entrepreneurship
dcnast,R1,Applying,United States,,3.34,Liberal Arts and Humanities,N,,24,2,Non-Profit and Government,Accounting,Accounting
julia0831,R2,Admitted,,,,,N,,,0,,,
mbrunson21,R2,Applying,,720,4,Business,N,,25,2,Insurance,Corporate Finance,Finance
charleschoi,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
yoavsusz,R3,Admitted,,710,,,Y,02-11-2014,,0,,,
truestoryman,R1,Admitted,United States,800,3.82,Economics,N,,26,4,Mutual Funds and Brokerage,Securities Sales and Trading,Finance
freegg123,R1,Applying,United States,710,4,Engineering,N,,29,6,Investment Banking,,Finance
caiocoliveira,R3,Waitlisted without Interview,Brazil,740,3.81,Business,N,,27,4,Consulting,Consulting,Entrepreneurship
sreejita,R3,Applying,,,,,N,,,0,,,
Lerio,R3,Waitlisted without Interview,Italy,710,3.36,Engineering,N,,28,4,Consulting,Management Consulting,Finance
fkalkhlaidi,R1,,United States,,3.24,Other,N,,27,5,Internet and New Media,Marketing,Marketing
crisesca,R1,,Colombia,,,Engineering,N,,,0,Consumer Products,Marketing,
m*******,R2,Admitted,United States,730,3.3,Political Science,Y,12-11-2013,26,0,Advertising and PR,Marketing,Entrepreneurship
640girl,R1,Waitlisted without Interview,,,,,N,,,0,,,
georgios,R2,Waitlisted without Interview,United Kingdom,700,3.9,Engineering,N,,,0,,,Finance
ritinster,R3,Application Submitted,,,,Finance,N,,,,,,General Management
sneha3190,R1,Applying,,,,,N,,,0,,,Human Resources
cmd14,R2,Applying,,,,Marketing,N,,,0,Retail,Design,International Business
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
cashwin,R3,Applying,,710,,,N,,,0,,,Finance
mbaseek,R1,Applying,,,,,N,,,0,,,
mullet,R3,Denied without Interview,Poland,680,,Political Science,N,,27,0,Internet and New Media,Editorial and Writing,Marketing
kanjanapa,R1,Applying,,,,,N,,,0,,,
ianaread,R3,Withdrawn Application,United States,710,,Liberal Arts and Humanities,N,,29,3,Law,Law,
a****,R2,Waitlisted without Interview,United States,,,Communication,N,,29,7,Non-Profit and Government,Operations,Nonprofit
M************,R1,Withdrawn Application,,730,3.4,Accounting,N,11-20-2013,27,4,Accounting,Accounting,Strategy
c******,R1,Waitlisted without Interview,,740,,Engineering,N,,,7,Commercial Banking,Other,
niclay12,R1,Admitted,,,,,N,,,0,,,
MC15,R2,Withdrawn Application,United States,700,3.48,Economics,N,,25,3,Consulting,Operations,General Management
p*****,R1,Admitted,United States,740,3.89,Accounting,Y,11-05-2013,28,6,Commercial Banking,Analyst,Finance
lizcharles,R2,Application Submitted,,,,,N,,,0,,,
dhavalsalla,R1,Applying,,,,,N,,,0,,,
hbchia,R3,Application Submitted,United States,710,3.7,Business,N,,32,6,Accounting,Accounting,Finance
osberry28,R2,Admitted,,760,3.58,Economics,Y,12-11-2013,25,3,Non-Profit and Government,Research,Nonprofit
ntcg0005880,R2,Waitlisted without Interview,,740,3.6,Accounting,N,,,,,,Finance
vickyuu,R1,Applying,,,,,N,,,0,,,
y*******,R2,Application Submitted,United States,710,,Other,N,,,0,,,
TinaLavida,R1,Applying,,,3.3,Business,N,,,0,Law,Law,
mangaka,R1,Invited to Interview,,760,3.31,Finance,N,11-27-2013,26,4,Investment Banking,Analyst,
nvjlwz,R1,Admitted,,,,,N,,,0,,,
aduda,R3,Application Submitted,United States,690,3.8,Engineering,N,,,0,Computer Software,Engineering,Finance
Thames87,R2,Waitlisted without Interview,United States,710,,,N,,,0,,,
g******,R3,Denied with Interview,,740,3.6,Science and Math,Y,02-13-2014,32,7,Insurance,Corporate Finance,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
J*******,R1,Waitlisted without Interview,,,3.24,Liberal Arts and Humanities,N,,,,,,Strategy
spikey07,R1,Waitlisted without Interview,,740,,Finance,N,,,0,,,Technology
a***,R2,Applying,United States,750,,Finance,N,,,5,Retail Banking,,Entrepreneurship
gosox,R2,Waitlisted without Interview,,710,,,N,,,0,,,
lionet,R1,Application Submitted,,760,,,N,,,0,,,
chiefminister,R3,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
lurlybird,R1,Waitlisted without Interview,,,,,N,,,0,,,
mmonasi,R3,Admitted,,720,2.89,Engineering,Y,03-26-2014,28,4,Investment Banking,Corporate Finance,Finance
dcliang,R3,Admitted,,750,3.31,Business,Y,02-04-2014,,0,,,Finance
kolombo,R1,Waitlisted without Interview,Germany,,,,N,,,0,,,
DCjenna,R1,Invited to Interview,,680,3.51,Accounting,N,,30,7,Investment Banking,Accounting,Marketing
RyanMA,R2,Denied without Interview,China,730,3.2,Accounting,N,,27,5,Accounting,Consulting,Economics
WZ,R3,Waitlisted without Interview,United States,730,3.5,Engineering,N,,29,5,Investment Banking,Investment Banking,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
cpd2486,R1,Applying,,,,,N,,,0,,,
Khwan,R2,Application Submitted,,,,,N,,,0,,,
skse42,R2,Applying,,,,,N,,,0,,,
CB5566,R3,Interviewed,United States,700,3.77,Business,Y,02-07-2014,28,6,Military & Defense,Military Officer,Entrepreneurship
PJCampbell,R1,Denied without Interview,,670,,,N,,,0,,,Entrepreneurship
a******,R4,Applying,,,,Economics,N,,20,2,Internet and New Media,Marketing,
n*****,R2,Waitlisted without Interview,United States,710,3.5,Business,N,,28,6,Venture Capital,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
jw82786,R3,Applying,,710,3.38,Engineering,N,,,0,,,Finance
Megt164,R3,Applying,,,,,N,,26,4,Retail,Analyst,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
m******,R4,Denied without Interview,United States,740,3.8,Business,N,,29,6,Real Estate,Corporate Finance,General Management
x****,R1,Waitlisted without Interview,,770,,Computer Science,N,,,,,,General Management
gi2014,R1,Waitlisted without Interview,,700,,,N,,,,,,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
jsueber,R1,Admitted,,,3.7,,N,,27,4,Consulting,Consulting,
Ankur199,R1,Application Submitted,,,,Engineering,N,,23,3,Manufacturing,Engineering,
NiKaRi9,R1,Denied without Interview,United States,710,3.44,Liberal Arts and Humanities,N,,33,8,Consulting,Consulting,Nonprofit
p**********,R1,Admitted,United States,720,3.73,Liberal Arts and Humanities,Y,11-05-2013,29,7,Education,Marketing,General Management
mdosama,R2,Applying,,,,,N,,,0,,,
seanlixiao,R2,Denied without Interview,China,730,3.6,Finance,N,,,5,Accounting,Consulting,
rufous,R3,Waitlisted without Interview,Brazil,720,3.3,Economics,N,,28,4,Investment Banking,Corporate Finance,Healthcare
rnbfeel,R1,Denied without Interview,,710,,,N,,,,,,
p***********,R2,Denied without Interview,,650,2.91,Computer Science,N,,29,7,Non-Profit and Government,Marketing,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
RugbyDude,R1,Admitted,,,3.87,,N,,,0,Journalism and Publishing,,
l*********,R1,Waitlisted without Interview,,,,Finance,N,,,,,,Finance
wbw14,R1,Applying,,,,,N,,,0,,,
BalutBaron,R2,Denied without Interview,United States,710,3.4,Other,N,,28,0,Other,Securities Sales and Trading,Statistics
sukh1tubs,R4,Applying,United States,710,3.9,Engineering,N,,,7,Manufacturing,Asset Management,
cbgar,R2,Admitted,,720,,,Y,12-20-2013,,0,,,
JG98110,R3,Admitted,,730,3.63,,Y,02-10-2014,,0,,,
dereddynaveen,R3,Applying,,,4,Engineering,N,,,0,,,Human Resources
RiziYumYum,R1,Admitted,,690,3.34,Engineering,Y,12-02-2013,24,3,Energy and Utilities,Engineering,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
shkrem,R1,Waitlisted without Interview,Canada,690,3.67,Business,N,,25,3,Consumer Products,Marketing,Marketing
c*****,R2,Applying,,,3.6,Social Services,N,,,0,,,Operations
k*******,R3,Denied without Interview,United States,720,3.39,Science and Math,N,,,,,,Healthcare
lfeng,R3,Admitted,,,,,N,,,0,,,
kosmick84,R2,Applying,,710,4,Economics,N,,29,5,Investment Banking,Accounting,Strategy
jcdv8686,R2,Admitted,Peru,710,,Economics,Y,12-20-2013,,0,Telecommunications,Analyst,Marketing
Namrspace13,R1,Invited to Interview,,720,,,N,,,0,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
elegantdude,R2,Waitlisted without Interview,India,,3.2,Economics,N,,28,6,Journalism and Publishing,Business Development,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
p*******,R2,Admitted,,720,4,Finance,Y,12-20-2013,,,,,Finance
aleaiactaest,R1,Denied without Interview,,710,,,N,,,0,,Corporate Finance,Finance
DCperson,R2,Admitted,,690,,,N,,,0,,,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
sekki,R1,Denied without Interview,,750,,,N,,,0,,,
w*****,R1,Application Submitted,,710,3.52,Other,N,,25,3,Non-Profit and Government,Research,Healthcare
808,R1,Interviewed,,,,,N,,,0,,,
darknight1,R3,Application Submitted,India,750,3,Engineering,N,,,0,,,Finance
mewtwokwu,R2,Invited to Interview,,,3.66,Economics,N,11-15-2013,22,3,Consumer Products,Marketing,
A******,R3,Application Submitted,,690,,Accounting,N,,,7,Investment Banking,,
Acoustic1000,R2,Applying,,,,,N,,,0,,,
helpmesolveit,R1,Denied with Interview,,740,3.9,,N,,,0,,,Finance
mbaguy87,R1,Waitlisted with Interview,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
bakbakbak,R2,Application Submitted,,,,,N,,,0,,,
jswlw,R1,Admitted,,770,3.65,Science and Math,N,,,,,,
SBK1986,R2,Matriculating,,620,3.04,Liberal Arts and Humanities,Y,02-10-2014,28,6,Military & Defense,Military Officer,Strategy
golchunsam,R3,Waitlisted without Interview,Korea, Republic of,740,3,Communication,N,,35,12,Telecommunications,Brand Management,Technology
mttkerns19,R3,Denied without Interview,,690,3.37,Political Science,N,,27,4,Energy and Utilities,Project Management,
icarus86,R2,Waitlisted without Interview,,,,,N,,,0,,,
MBACDA2016,R1,Matriculating,,,,,N,,,0,,,Finance
NoodleCat,R3,Admitted from WL,,,,Engineering,N,,17,0,Consulting,Consulting,Entrepreneurship
G****,R2,Waitlisted without Interview,,710,3.56,,N,,,0,,,Finance
bioflyer,R3,Matriculating,United States,750,3.53,Science and Math,Y,02-10-2014,25,3,Pharmaceuticals and Biotech,Project Management,
itskels29,R3,Denied without Interview,,650,,Social Services,N,,,,,,
S***********,R3,Application Submitted,,,,Computer Science,N,,28,5,Investment Banking,,
myv,R1,Waitlisted without Interview,,,,,N,,,0,,,
nu7kevin,R3,Denied without Interview,,,3.4,Economics,N,,25,2,Health Care,Programming,Other
F********,R3,Application Submitted,,630,3.7,Engineering,N,,27,4,Mutual Funds and Brokerage,Research,Finance
