Username,Round,Status,Country,GMAT,UG GPA,UG Major,Int,Int Invite,Age,WE,Primary Industry,Primary Function,MBA Concentration
als18,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
fecob,R1,Applying,,,,Engineering,N,,,0,,,Entrepreneurship
sarvesh231189,R2,Applying,India,,,Engineering,N,,,4,Energy and Utilities,Operations,Finance
mullis123456,R1,Applying,United States,770,3.81,Engineering,N,,26,5,Mutual Funds and Brokerage,Business Development,Finance
Everexcelsior,R1,Applying,,,,,N,,,0,,,
pr2257,R1,Applying,United States,700,2.71,Political Science,N,,27,5,Mutual Funds and Brokerage,Law,General Management
MBOUTDAT,R1,Withdrawn Application,,750,3.5,Business,N,,,5,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
cesarbd1,R3,Applying,,,3.79,Finance,N,,27,0,Investment Banking,Investment Banking,Finance
claustin33,R2,Applying,,,3.5,Liberal Arts and Humanities,N,,,0,Non-Profit and Government,Human Resources,Nonprofit
KMittal,R2,Applying,India,,3.62,Computer Science,N,,20,1,Consulting,Information Technology,Finance
tainaracruvinel,R1,Applying,,,,,N,,,0,,,Marketing
vinkoo86,R1,Applying,,,3.9,Engineering,N,,29,5,Manufacturing,Marketing,
AnnaMartyn,R2,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
dmadden,R1,Applying,,770,3.64,Political Science,N,,28,6,Education,,
malayjsr,R1,Applying,,,,Engineering,N,,,0,,,Finance
cmp410,R1,Applying,,730,,,N,,,0,,,
mbausa2016,R1,Applying,,,,,N,,,0,,,
Nagendra&amp;gt;&amp;gt;&amp;gt;,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Lazure,R3,Applying,,,,,N,,,0,,,General Management
ag482,R2,Applying,,,3.51,Finance,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
p*******,R2,Applying,,,,,N,,,,,,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
exhex,R2,Applying,Pakistan,,3.7,Economics,N,,29,5,Venture Capital,Asset Management,Finance
teagongadze,R2,Applying,United States,,3.76,Economics,N,,25,4,Investment Banking,Asset Management,Finance
avinashpandey,R1,Applying,,740,,Engineering,N,,29,4,Telecommunications,Marketing,
ThatAsianGirl,R1,Applying,,750,,,N,,,0,,,
b*********,R3,Applying,United States,,3.33,Liberal Arts and Humanities,N,,28,6,Advertising and PR,Account Management,
gospeed13,R2,Applying,,,3.41,Marketing,N,,27,5,Aerospace and Defense,Analyst,Marketing
brianphernandez23,R1,Applying,,480,,,N,,,0,,,
ApplicantX2016,R1,Applying,,780,3.75,Economics,N,,,,,,Finance
heyjude07,R1,Applying,United States,700,3.48,Other,N,,27,5,Other,Brand Management,Marketing
bluevein,R2,Applying,,,,,N,,,0,,,
chinarocks,R1,Applying,China,740,3.5,Finance,N,,29,4,Investment Banking,Investment Banking,Finance
M******,R1,Applying,United States,730,3.39,Computer Science,N,,26,3,Computer Software,Engineering,Entrepreneurship
joyzou,R2,Applying,,640,,,N,,,0,,,
HAimar,R2,Applying,,,,,N,,,0,,,
johnarnold,R2,Applying,,,,,N,,,0,,,
kennedy91,R1,Applying,,740,,,N,,,0,,,
MBAApplicant1,R1,Applying,Singapore,760,,Engineering,N,,26,5,Other,Consulting,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
rodrigovc85,R1,Applying,,700,,Economics,N,,,0,,,Finance
secretaznmanxz,R3,Applying,,750,,,N,,,0,,,
