Username,Round,Status,Country,GMAT,UG GPA,UG Major,Int,Int Invite,Age,WE,Primary Industry,Primary Function,MBA Concentration
Devon,R1,Matriculating,United States,750,3.02,Engineering,Y,11-06-2014,28,5,Other,Engineering,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Mattferg,R1,Applying,United States,,,Business,N,,,0,Commercial Banking,Analyst,Finance
bhushileo,R1,Applying,,,,,N,,,0,,,
rkang52,R1,Applying,,,,Business,N,,21,0,Consulting,Analyst,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
mickeysolomon,R1,Applying,United States,,3.1,Business,N,,,0,Commercial Banking,Other,General Management
maf1182,R1,Applying,Argentina,660,3.6,Business,N,,27,5,Consumer Products,Sales,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
hugoness,R1,Waitlisted without Interview,Spain,760,,Health or Medical,N,,,0,Health Care,Medicine and Health,
B*********,R3,Denied without Interview,,,,Engineering,N,,,,,,Strategy
ducks41468,R3,Withdrawn Application,United States,720,3.84,Engineering,N,03-03-2015,26,4,Energy and Utilities,Consulting,Finance
anuraagkamath,R2,Application Submitted,,710,,Engineering,N,,,0,,,General Management
arjunkumar,R1,Admitted,,740,,,N,,,0,,,Statistics
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Cannizzaro,R2,Matriculating,,760,,Engineering,Y,12-10-2014,,0,Computer Software,Engineering,Finance
GreatDane88,R3,Application Submitted,,,3.6,Finance,N,,,,,,Real Estate
dheeraj787,R1,Applying,,,3.97,Engineering,N,,,0,,,General Management
Zeg102,R1,Denied without Interview,,700,3.43,Finance,N,,25,3,Consulting,Consulting,Strategy
Aabhas,R1,,,,,,N,,,0,,,
xkshq,R3,Admitted,,,,Finance,Y,01-21-2015,,,,,Entrepreneurship
u*****,R1,Applying,United States,,,Engineering,N,,,5,Retail Banking,Sales,
GAS2017,R3,Applying,Trinidad and Tobago,,,Economics,N,,29,5,,,Marketing
rohitenigma,R1,Applying,,620,,,N,,,0,,,
mfel,R2,Waitlisted without Interview,,,3.54,Business,N,,27,4,Internet and New Media,Project Management,Technology
t***,R2,Denied without Interview,France,740,,Engineering,N,,29,4,Energy and Utilities,Corporate Finance,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
sp122787,R2,Waitlisted without Interview,United States,710,3.06,Economics,N,,27,4,Investment Banking,Research,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Skidevil8,R1,Denied without Interview,United States,730,3.04,Liberal Arts and Humanities,N,,29,6,Consulting,Consulting,
Abez,R1,Denied without Interview,Russian Federation,690,3.5,Finance,N,,28,6,Manufacturing,Corporate Finance,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
sathiyavelan,R1,Applying,,,,,N,,,0,,,General Management
k******,R1,Applying,United States,,,Business,N,,28,5,Health Care,Accounting,Healthcare
whitehalo,R1,,,,3.76,Accounting,N,,18,0,,,Finance
ap22201,R1,Applying,,,,,N,,,0,,,
Tryingreallyhard,R1,Applying,,,,,N,,,0,,,
tarunsidana,R1,Applying,India,,,Computer Science,N,,,3,Telecommunications,Information Technology,General Management
MissC,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
cosmopolitan,R2,Admitted,,720,,Business,Y,12-11-2014,,,,,
DaOne32,R1,Denied without Interview,United States,710,3.55,Finance,N,,27,5,Investment Banking,Securities Sales and Trading,Finance
jsumeet22,R1,Applying,,,3.45,Engineering,N,,,1,Transportation,Engineering,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
v***,R2,Interviewed,,760,,Engineering,N,,,0,,,Leadership
kp1989,R3,Applying,United States,,3.03,Computer Science,N,,,0,,,
brado41,R1,Applying,United States,720,3.55,Engineering,N,,25,3,Consulting,Information Technology,Finance
DaewonChung,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Tegan490,R3,Withdrawn Application,,740,3.14,,N,02-02-2015,,4,,Sales,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
mferrando@nexenconsulting.com.ar,R1,Applying,,,,,N,,,0,,,
G*****,R1,Admitted,Mexico,,,Accounting,N,12-09-2014,,,,,Finance
victoriaforte,R1,,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
soodgaurav,R2,Application Submitted,,760,,,N,12-11-2014,,0,,,Finance
onnurilee,R1,Applying,,,,,N,,,0,,,Strategy
NG4649,R2,Applying,,710,,,N,,,0,Investment Banking,Corporate Finance,
v*******,R1,,United States,700,,Business,N,,25,0,,Asset Management,Finance
s*****,R2,Denied without Interview,,,,,N,,,,,,
PeterHAllen,R1,Matriculating,,770,3,Economics,N,11-14-2014,29,0,,Asset Management,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
rodrigocani,R3,Denied without Interview,Brazil,690,,Business,N,,,0,,,Strategy
p*****,R2,Applying,United States,700,2.3,Economics,N,,31,5,Entertainment and Sports,Corporate Finance,Strategy
hockeyguy5,R1,Applying,United States,710,3.5,Economics,N,,23,3,Retail,Analyst,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
worryisnothing,R2,Applying,,,,,N,,,0,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
F********,R3,Admitted,,750,,Economics,Y,02-10-2015,,,,,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
A*****,R1,Denied without Interview,India,710,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Mkrn1475,,Applying,,,,Engineering,N,,,0,,,
arthi9487,R2,Admitted,,720,3.65,Accounting,N,12-23-2014,27,0,,,
josh123,R1,Application Submitted,,730,,Finance,N,,,,,,Finance
shyamprabhu,R1,Applying,,,3.49,Engineering,N,,,0,,,Entrepreneurship
m**********,R2,Denied with Interview,United States,720,3.16,Finance,N,,,0,Investment Banking,Investment Banking,
a*****,R1,Application Submitted,United States,730,3.32,Finance,N,,,,,,
anuM999,R2,Denied without Interview,,710,,,N,,,0,,,Finance
lvuong0,R1,Applying,,,,,N,,,0,,,
kongdal2000,R3,Application Submitted,,720,3.41,Arts,N,,,0,,,Economics
rajmegaurav,R1,,,,,,N,,,0,,,
yvonne330,R1,Applying,,,3.2,,N,,26,5,,,Entrepreneurship
becs5213,R3,Admitted,United States,700,3.52,Communication,N,,,0,Advertising and PR,Public Relations,Marketing
lings,R1,,United States,,,,N,,,0,,,
ABberk,R2,Waitlisted without Interview,United States,,3.8,Arts,N,,,0,Entertainment and Sports,,
EmaSira,R1,Waitlisted without Interview,Italy,700,4,Engineering,N,,,0,,,General Management
karna2129,R1,,India,,3.8,Engineering,N,,27,6,Aerospace and Defense,Design,International Business
kenny537,R2,Invited to Interview,,720,3.7,Business,N,03-11-2015,27,5,Insurance,Information Technology,Technology
akshayGT,R1,Applying,,,3.57,Computer Science,N,,28,4,Computer Software,Engineering,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
tperkins90,R1,Waitlisted without Interview,,,3.78,Other,N,,25,4,Investment Banking,Law,
marg2015,R1,Admitted,,710,3.87,Communication,Y,11-12-2014,,,,,Marketing
arshu27,R1,Applying,,,,,N,,,0,,,Technology
k_k007,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
AP1989,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
gaudinmar,R2,Admitted,,740,3.35,Engineering,N,12-16-2014,28,3,Investment Banking,,Finance
rainynite99,R2,,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Steffy,R1,Applying,,,,,N,,,0,,,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
haonan1988,R1,Admitted,,750,3.22,Economics,Y,11-07-2014,22,3,Law,Other,Finance
yeahright,R1,,,,,Computer Science,N,,,0,,,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
DavidVeritas,R1,Withdrawn Application,,730,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
karmanyagupta08,R1,Applying,,,,,N,,,0,,,
geneams,R1,Admitted,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
kmod,R1,Applying,,740,3.6,Engineering,N,,,0,,,
rujutag,R1,Applying,,,3.3,Engineering,N,,,0,,,Marketing
SheetalP,R1,Applying,,680,,,N,,,0,,,
FGOCS,R2,Applying,,,,,N,,,0,,,
vidurx1,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
hira86,R2,Admitted,,750,3.7,Engineering,Y,01-30-2015,29,4,Manufacturing,Engineering,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
raknod,R2,Applying,India,,,Engineering,N,,,,,,Marketing
ConcreteMittens,R1,Applying,,,3.58,Finance,N,,27,4,Consulting,Consulting,Finance
jayasrivaryani,R1,Application Submitted,United States,700,3.95,Engineering,N,,32,7,Computer Software,Consulting,General Management
brunopanta,R1,Applying,United States,720,3.4,Business,N,,,0,Consulting,Consulting,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
zpbaharu,R2,Waitlisted without Interview,Malaysia,,3.46,Science and Math,N,,27,5,Consulting,Consulting,
NothingLessThanIVY,R3,Invited to Interview,India,,3.8,Engineering,N,01-12-2015,,0,Consulting,Information Technology,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
thet0mfoolery,R1,Admitted,United States,750,3.4,Science and Math,N,,28,6,Non-Profit and Government,Operations,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
gmatperk,R1,Applying,Turkey,750,3.17,Economics,N,,28,5,Retail Banking,Consulting,Finance
Serwah,R1,Applying,,,,Social Services,N,,,,,,International Business
Jutash51,R2,Applying,,,,,N,,,0,,,
pruthvi532,R1,,,730,,,N,,,0,,,
jwsuh,R2,Waitlisted without Interview,,,3.8,Engineering,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
nukulsugandhi,R1,Applying,,,,,N,,,0,,,
pierferraro,R3,Applying,United Kingdom,470,3.4,Business,N,,29,5,Retail,Accounting,General Management
Clevelandrocks58,R1,Admitted,,740,,Economics,Y,11-14-2014,26,4,Consulting,,Marketing
aramaj,R1,Application Submitted,,710,3.5,Engineering,N,,29,5,Consulting,Management Consulting,Entrepreneurship
hughey20,R1,Denied without Interview,United States,680,3.23,Marketing,N,,26,0,Accounting,Marketing,Marketing
mariaplaksina,R3,Application Submitted,United States,,3.32,,N,,29,0,Telecommunications,,General Management
Jb9119,R1,,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
kupochan,R2,Denied without Interview,,690,3.3,Accounting,N,,,0,,,Entrepreneurship
rajcool,R1,Applying,,,,Engineering,N,,,0,,,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
anhchan1211,R1,Applying,United States,,,,N,,,0,,,
cokeke12,R2,Admitted,,690,3,Economics,N,,25,3,Advertising and PR,Marketing,Marketing
RBarron,R1,Waitlisted with Interview,,,,,Y,12-09-2014,,0,,,
hakoonamatata,R2,Applying,,720,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
i**************,R1,Application Submitted,India,720,2.91,Engineering,N,,30,1,Energy and Utilities,Consulting,
MauBarragan,R1,Applying,,,3.3,Economics,N,,25,3,Non-Profit and Government,Analyst,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
robrut32,R1,Admitted,,700,,Economics,N,,,,,,Finance
john2014,R1,Applying,,,3.04,Engineering,N,,25,3,Consulting,Information Technology,General Management
ankitaprsd,R1,Applying,India,,,,N,,,3,Computer Software,Information Technology,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
gmang,R1,Applying,,,,,N,,,0,,,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
devesh19,R2,Applying,,,3.1,Finance,N,,,0,,,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Hariprasath,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
mbahopeful888,R1,Invited to Interview,,700,3.41,Economics,N,12-01-2014,,0,,,
n**************,R3,Denied without Interview,,710,3.9,Engineering,N,,,,,,
wazdog,R1,Applying,,,,,N,,,0,,,
SC29,R2,Waitlisted with Interview,United Kingdom,,,Political Science,Y,02-05-2015,,,,,Marketing
mth2127,R1,Applying,,,3.89,Engineering,N,,26,4,Internet and New Media,Project Management,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
d*****,R2,Application Submitted,,,,Other,N,,26,4,Journalism and Publishing,Other,
j********,R3,Application Submitted,United States,,,Finance,N,,,0,Law,Accounting,General Management
mihirredij,R2,Applying,,,,,N,,,0,,,Marketing
ajeeta15,R1,Applying,,,,,N,,,0,,,
w504ds,R1,Waitlisted with Interview,,,3.6,Business,N,11-07-2014,,,,,
arshad88,R1,Denied without Interview,Saudi Arabia,750,3.1,Engineering,N,,27,5,Health Care,General Management,General Management
aereed89,R2,Waitlisted without Interview,Canada,,,Science and Math,N,,,,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
hickeybarney,R1,Applying,,,,,N,,,0,,,Finance
lalalandver,R1,Application Submitted,,750,3.45,,N,,,0,,,
akshaygolechha,R3,Applying,,,,,N,,,0,,,
delm2010,R2,Applying,,,3.79,Engineering,N,,28,5,Military & Defense,Military Officer,
nandinit,R1,Admitted,,760,3.56,Economics,N,,,0,,,
EAS28,R1,Applying,,,3.08,Engineering,N,,,0,,,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
karena0922,R2,Application Submitted,,,3.7,Business,N,,,0,,,Finance
ayellis,R2,Denied without Interview,United States,710,3.37,Business,N,,25,3,Non-Profit and Government,General Management,International Business
rodrohf,R3,Applying,Mexico,,3.59,Business,N,,26,3,Consulting,Consulting,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
ePizza,R1,Admitted,United States,,,,Y,11-17-2014,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
aaisola,R1,Application Submitted,,730,3.31,Economics,N,,,0,,,
Goemon2,R4,Applying,Italy,,3.7,Engineering,N,,30,0,Consulting,Consulting,
TheWaitBegins,R2,Denied without Interview,,730,3.9,Engineering,N,,30,5,Investment Banking,Securities Sales and Trading,Finance
A****,R1,Withdrawn Application,,740,,Finance,N,,,,,,Marketing
wongbr8,R1,Denied without Interview,,680,,,N,,,0,,,
jer1209,R2,Withdrawn Application,,,,Engineering,N,,27,0,Consulting,Engineering,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
kobe88,R1,Matriculating,,710,,,N,11-12-2014,,5,Energy and Utilities,Securities Sales and Trading,
becken,R3,Waitlisted without Interview,,650,3.75,Arts,N,,31,0,Non-Profit and Government,Performing Arts,Marketing
Farout1986,R4,Waitlisted without Interview,,710,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
dom2002,R2,Applying,,,3.8,Accounting,N,,,0,Accounting,Analyst,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
bloomster,R3,Invited to Interview,,730,3.42,Finance,N,03-11-2015,27,5,Consulting,Other,Strategy
caraliebman,R3,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
meharu,R1,Applying,,,,,N,,,0,,,Strategy
SB617,R3,Admitted,,700,3.41,Economics,Y,03-03-2015,30,0,Real Estate,Consulting,Real Estate
IVIE1982,R1,Applying,,,3.83,Marketing,N,,23,0,Health Care,Project Management,Leadership
DPC1121,R3,Admitted,,720,3.44,Engineering,Y,02-17-2015,26,4,Aerospace and Defense,Operations,General Management
ukpakistan,R3,Applying,,,,,N,,,0,,,
Kanawenuz,R1,Invited to Interview,Taiwan,750,,,N,12-03-2014,,,,,Finance
professorchaos,R1,Withdrawn Application,,700,,,N,12-09-2014,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
harvardmbaapplicant,R1,Denied with Interview,,690,3.03,Engineering,N,11-03-2014,,3,Manufacturing,Engineering,Operations
MBA1239,R1,Waitlisted without Interview,Switzerland,680,,Business,N,,25,3,Internet and New Media,Research,Finance
masaheba,R3,Admitted,India,750,,,Y,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
JXhina,R1,Waitlisted without Interview,,710,,,N,,,0,,,Finance
ashhhelaine,R1,Application Submitted,United States,,4,Accounting,N,,27,5,Accounting,Accounting,Finance
AyoyoyoCD,R1,Application Submitted,China,770,3,Computer Science,N,,27,5,Real Estate,Real Estate,Real Estate
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
jivit,R1,Withdrawn Application,,710,,,N,,,0,,,
T********,R1,Withdrawn Application,,720,3.9,Communication,Y,11-11-2014,27,5,Real Estate,Business Development,Real Estate
suejacob,R2,Applying,,,,,N,,,0,,,
giantfan,R1,Application Submitted,,700,3.73,Finance,N,,,0,Investment Banking,,
TheWaitlistGuy,R3,Matriculating,,740,,,Y,02-14-2015,,,,,Finance
j*********,R1,Invited to Interview,United States,740,,,Y,12-16-2014,,0,,,
dmp874,R2,Applying,,730,3.05,Engineering,N,,26,5,Investment Banking,Project Management,Finance
h********,R3,Admitted,,750,,,N,,,,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
j**********,R3,Admitted,,720,3.34,Finance,Y,02-10-2015,27,5,Consumer Products,Corporate Finance,Strategy
r*****,R3,Withdrawn Application,,700,,Marketing,N,02-27-2015,23,0,Computer Software,Business Development,General Management
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Shiki31,R3,Denied without Interview,France,650,3.5,Finance,N,,27,5,Venture Capital,Analyst,Entrepreneurship
MBAFinally,R1,Application Submitted,United States,750,,Science and Math,N,,,,,,Technology
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
ronnock,R1,Admitted,United States,760,3.44,Finance,Y,12-16-2014,30,8,Other,Accounting,Strategy
gracexyw,R1,Application Submitted,,710,3.1,Finance,N,,28,5,,,Finance
musanj,R1,Denied without Interview,,690,3.12,Engineering,N,,27,5,Consulting,Consulting,
g*******,R2,Applying,,710,3.3,Accounting,N,,,,,,
danielloureiro,R1,Admitted,,760,3,Economics,Y,12-03-2014,28,6,Real Estate,General Management,Real Estate
nehashukla1205,R3,Denied without Interview,United States,710,3.75,Computer Science,N,,,5,Computer Software,Programming,General Management
conflictedconsultant,R1,Admitted,,720,,,N,,,0,,,
TurtleWexler,R1,Admitted,,,,,N,,,0,,,Entrepreneurship
sticks02,R1,Waitlisted without Interview,,720,2.8,Economics,N,,,13,,,General Management
Nanaytc9275,R1,Admitted from WL,,740,3.92,,Y,12-10-2014,,0,,,
shrutipatel,R1,Applying,,,2.75,Computer Science,N,,,0,,,International Business
levdawgz,R1,Admitted,United States,730,3.19,Engineering,Y,11-06-2014,25,3,Energy and Utilities,Project Management,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
saraviamario,R1,Denied without Interview,,,3.5,Finance,N,,31,8,Other,General Management,
epranav,R3,Matriculating,United States,730,3.12,Computer Science,Y,02-17-2015,30,7,Computer Software,Consulting,Entrepreneurship
reb88,R1,,,,,Business,N,,,0,,Other,Finance
gillian2143,R3,Denied without Interview,,730,3.63,Accounting,N,,29,6,Internet and New Media,Consulting,Finance
crosdog,R2,Admitted,,770,,,N,,,0,,,
budfox14,R1,Denied without Interview,,,3.71,,N,,26,3,,,
arn2,R2,Denied without Interview,,,,,N,,,0,Aerospace and Defense,Corporate Finance,Social Entrepreneurship
mollymilly,R1,Admitted,,720,,,Y,12-04-2014,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
c*********,R2,Admitted,,,,Finance,N,12-16-2014,,,,,
a************,R3,Application Submitted,,,,,N,,,,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
S************,R1,Denied without Interview,United States,,3.3,Business,N,,,0,Consulting,,
Ackxhpaez,R3,Denied with Interview,,720,3.5,,Y,02-20-2015,,0,,,
weimaye,R1,Application Submitted,,720,3.49,Accounting,N,,25,2,Accounting,,
JKJPM,R1,Denied without Interview,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
angell0903,R1,Invited to Interview,,,,,N,12-04-2014,,0,,,
akueldo,R3,Admitted,,,3.82,,Y,02-11-2015,27,5,Consulting,Consulting,General Management
bAlb,R3,Application Submitted,,,,,N,,,0,,,
newyorker122,R3,Matriculating,,760,3.79,Liberal Arts and Humanities,Y,01-12-2015,,,,,Marketing
cutientl,R1,Matriculating,,640,,,Y,11-12-2014,,0,,,
presto7,R1,Matriculating,,,,Economics,Y,12-04-2014,28,0,Consulting,Management Consulting,Healthcare
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
mingyugong,R1,Admitted,Canada,,3.91,Finance,N,12-03-2014,,0,,Asset Management,
carlgem,R2,Interviewed,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
vertigoattack,R1,Denied without Interview,,700,3.84,Economics,N,,,0,Consulting,,
jtslbr,R2,Waitlisted without Interview,,710,2.8,Economics,N,,,0,,,Organizational Behavior
GV415,R1,Admitted,,710,,Economics,Y,11-12-2014,,,,,Real Estate
HateThisProcess,R1,Matriculating,United States,780,3.9,Other,Y,11-07-2014,,,,,Strategy
wmay,R1,Admitted,Singapore,720,,Law,N,,,0,Law,Law,Healthcare
BT3,R1,Interviewed,,,,,N,,,0,,,
aschlan,R2,Admitted,,,,,Y,12-16-2014,,0,,,
lbatra,R3,Application Submitted,,700,,Engineering,N,,27,5,Computer Software,Engineering,
hemchander11,R2,Admitted,,690,,,Y,02-27-2015,,0,,,Statistics
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
WallEE,R3,Denied without Interview,,,,,N,,,0,,,
hefetus,R2,Admitted,,730,3.82,,N,,,0,,,
nyartmba,R3,Waitlisted with Interview,United States,720,3.83,Arts,N,02-10-2015,32,6,Advertising and PR,Design,Entrepreneurship
busstop3,R3,Denied without Interview,Korea, Republic of,720,3.29,Business,N,,,5,Consumer Electronics,Marketing,Marketing
concon,R2,Application Submitted,,710,,,N,,,0,,,
tht711,R2,Admitted,,,,,N,,,0,,,
w*************,R2,Admitted,,670,,,N,,,,,,
bayareaapplicant,R1,Waitlisted with Interview,,750,3.65,Business,N,,,0,Law,Law,
newyorker2015,R2,Matriculating,,740,3.23,Economics,Y,12-16-2014,,,,,Finance
lietolumir,R3,Application Submitted,,750,,,N,,,0,,,
jmey,R3,Denied without Interview,Australia,660,,Accounting,N,,26,5,Education,General Management,Leadership
Evenstar11,R2,Invited to Interview,China,740,3.49,Other,Y,12-10-2014,28,0,Computer Software,Consulting,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
