Username,Round,Status,Country,GMAT,UG GPA,UG Major,Int,Int Invite,Age,WE,Primary Industry,Primary Function,MBA Concentration
t*******,R2,Denied without Interview,,760,3.5,Engineering,N,,,,,,
c**,R1,Application Submitted,Brazil,640,3.56,Law,N,,25,3,Law,Consulting,Strategy
j***********,R1,Waitlisted without Interview,Chile,710,3.85,Engineering,N,,28,4,Energy and Utilities,Information Technology,Marketing
notyouravgbro,R2,Admitted,,,,,N,,26,4,Investment Banking,,Strategy
g*****,R2,Denied without Interview,,710,3.2,Science and Math,N,,34,6,Pharmaceuticals and Biotech,Research,Healthcare
l*******,R1,Invited to Interview,United States,730,3.91,Business,N,,31,7,Telecommunications,Corporate Finance,Finance
badsyntax,R1,Admitted,United States,750,,,N,,,0,Consulting,Management Consulting,
KPrizzle,R1,Admitted,United States,730,3.33,Economics,N,,26,5,Real Estate,General Management,Real Estate
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
r***********,R2,Applying,,660,,,N,,,,,,Finance
g****,R1,Applying,United States,760,,Engineering,N,,,,,,General Management
app2012,R1,Denied without Interview,,690,,Engineering,N,,31,6,Health Care,Research,Healthcare
mumbai247,R1,Waitlisted without Interview,India,720,,,N,,30,1,Investment Banking,,Strategy
r*************,R1,Denied without Interview,,,,Engineering,N,,,,,,
thehusain,R2,Applying,India,700,,Accounting,N,,31,8,Venture Capital,Asset Management,Real Estate
mexiCAN,R2,Admitted,Mexico,710,4,Other,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
mjamiem,R1,Applying,Ghana,,3.2,Other,N,,30,0,Commercial Banking,Business Development,Entrepreneurship
kannyg,R1,Denied without Interview,,720,3,Engineering,N,,29,7,Transportation,Supply Chain Management,
k*********,R1,Matriculating,United Kingdom,760,3.54,Science and Math,Y,12-05-2011,29,7,Investment Banking,Accounting,Finance
chynaxdawl,R1,Matriculating,United States,730,3.69,Communication,Y,,28,6,Hospitality and Tourism,Marketing,Marketing
s***,R1,Denied without Interview,India,710,3.7,Engineering,N,,,0,Computer Software,Information Technology,Finance
rohanngupta,R1,Matriculating,India,760,3.63,Engineering,N,,24,3,Investment Banking,Investment Banking,Finance
sergiolopez,R2,Application Submitted,Colombia,,,Engineering,N,,35,10,Commercial Banking,Project Management,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
a************,R1,Invited to Interview,,,,,N,,,,,,General Management
mgiuff01,R1,Applying,United States,710,3.2,Accounting,N,,27,6,Accounting,Accounting,General Management
BschoolhereIcome,R1,Admitted,,,,,N,,,0,,,
midnight23,R1,Applying,United States,710,3.5,Science and Math,N,,21,0,Pharmaceuticals and Biotech,Research,General Management
ls413,R1,Admitted,United States,,,Liberal Arts and Humanities,Y,12-22-2011,28,6,Non-Profit and Government,Marketing,Marketing
c************,R1,Denied without Interview,Canada,,,Engineering,N,,27,4,Telecommunications,Marketing,Strategy
robhunter,R2,Waitlisted with Interview,,740,3.61,Business,N,,27,5,Retail,Other,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
ElementsofGMATStyle,R1,Applying,,,,,N,,,0,Internet and New Media,,
getshivam,R1,Applying,,700,,Engineering,N,,23,2,Investment Banking,Information Technology,Finance
taaakun,R2,Applying,Hong Kong,760,3.1,Engineering,N,,27,4,Manufacturing,Information Technology,Strategy
lakshmaniac,R1,Applying,India,,3.7,Computer Science,N,,21,3,Consulting,Information Technology,Operations
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
sean6782,R2,Applying,United States,700,,Economics,N,,25,3,Insurance,,
n******,R2,Application Submitted,United States,680,,Accounting,N,,29,5,Manufacturing,Other,Strategy
wallstreetguy,R1,Applying,India,730,3.56,Business,N,,,,,,Finance
HumboldtGreen,R1,Application Submitted,United States,760,3.02,Engineering,N,,28,6,Venture Capital,Asset Management,Finance
M***,R2,Interviewed,United States,710,3.6,Engineering,N,,30,7,Real Estate,,Real Estate
PowerAnimal808,R1,Admitted,United States,,,Finance,Y,12-22-2011,,,,,Finance
m********,R1,Matriculating,,,,Political Science,Y,01-23-2012,,,,,Finance
airmark13,R1,Waitlisted without Interview,United States,700,3.61,Political Science,N,,30,8,Other,Other,General Management
smira84,R1,Applying,,760,3.32,Business,N,,27,6,Investment Banking,Information Technology,Finance
F***********,R2,Matriculating,,720,3.49,,N,,24,2,Accounting,Consulting,
SOS1122,R1,Admitted,,,3.7,Finance,N,,,0,,,Sustainability
k*******,R1,Applying,United States,750,3.57,Finance,N,,31,5,Non-Profit and Government,Other,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
r******,R2,Applying,United States,,3.2,Health or Medical,N,,32,8,Health Care,Medicine and Health,
NeilKC,R2,Applying,United States,760,3.58,Arts,N,,31,8,Other,Design,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
m*******,R1,Applying,,720,3.56,Business,N,,28,5,Consulting,Operations,Strategy
jessikins231,R1,Denied without Interview,United States,710,3.72,,N,,,2,,,Marketing
K86,R1,Admitted,,,3.44,Political Science,N,,,,,,Entrepreneurship
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
n**************,R1,Application Submitted,Viet Nam,680,3.5,Computer Science,N,,,0,,,Finance
m******,R2,Applying,United States,,3.6,Science and Math,N,,,,,,Nonprofit
s********,R1,Application Submitted,United States,720,2.83,Computer Science,N,,29,7,Education,Web Development,Technology
scielle,R2,Admitted,United Kingdom,,,Finance,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
giitm,R1,Interviewed,United States,,,,N,,,5,Commercial Banking,Consulting,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
GoBSchool2012,R1,Application Submitted,United States,760,,Engineering,N,,27,6,Consulting,Information Technology,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Ironhide,R2,Admitted,,760,,,N,,,,,,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Melina,R2,Applying,Sweden,,,Marketing,N,,,0,Internet and New Media,General Management,International Business
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
dt2012,R1,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
strategise,R2,Applying,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
P*********,R1,Admitted,,750,3.34,Accounting,Y,12-16-2011,28,5,Consulting,Consulting,Finance
c***,R1,Admitted,United States,,3.6,Economics,N,01-20-2012,25,3,Consulting,Research,Finance
m******,R1,Denied without Interview,India,710,,,N,,,,,,Strategy
s***********,R1,Denied without Interview,,,,,N,,,,,,
g************,R2,Admitted,,,,,N,,,0,,,
j********,R2,Applying,,,3.7,Finance,N,,,,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
duongdav,R1,Application Submitted,United States,,,Economics,N,,27,4,Accounting,Accounting,
smapplicant,R1,Admitted,United States,,,Engineering,Y,12-02-2011,26,4,Commercial Banking,Business Development,Social Entrepreneurship
anneb,R2,Interviewed,United States,640,3.41,Liberal Arts and Humanities,N,,30,8,Retail,Brand Management,General Management
M********,R1,Denied without Interview,,740,3.5,Finance,N,,26,3,Non-Profit and Government,Education,General Management
n******,R2,Applying,,,,Economics,N,,,,,,International Business
Ephs44,R2,Application Submitted,United States,650,2.9,Other,N,,,0,,,
jana19,R1,Admitted,,710,3.68,Computer Science,N,,,,,,Finance
a*****,R2,Waitlisted without Interview,Thailand,610,3.14,Business,N,,25,0,Manufacturing,Information Technology,General Management
Blonde,R1,Denied without Interview,India,720,2.66,Engineering,N,,27,5,Computer Software,Engineering,Marketing
g**********,R2,Denied without Interview,United States,,3.5,Political Science,N,,26,4,Investment Banking,Investment Banking,International Business
e**********,R1,Application Submitted,,760,3.84,Communication,N,,,,,,Marketing
c******,R2,Invited to Interview,United States,760,3.42,Business,N,03-15-2012,26,4,Consulting,Management Consulting,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
kxb910,R1,Admitted,,730,3.53,Engineering,N,12-14-2011,25,3,Computer Hardware,Engineering,Strategy
Politico2012,R1,Waitlisted without Interview,United States,710,3.56,Economics,N,,,0,Non-Profit and Government,,
karlmarks,R1,Application Submitted,United States,710,3.92,Liberal Arts and Humanities,N,,28,3,Aerospace and Defense,Business Development,Finance
mctam85,R1,Application Submitted,United States,720,3.01,Engineering,N,,27,5,Energy and Utilities,Engineering,Marketing
d*****,R1,Denied without Interview,United States,710,3.3,Finance,N,,27,5,Consulting,Management Consulting,Finance
c*************,R1,Matriculating,,760,3.98,Economics,Y,12-12-2011,27,4,Advertising and PR,Accounting,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
p********,R1,Matriculating,,710,,Economics,Y,,28,5,Investment Banking,Securities Sales and Trading,Finance
jonnyh,R2,Admitted,United States,750,,Liberal Arts and Humanities,N,,,,,,Entrepreneurship
b**********,R2,Admitted,United States,,,Economics,Y,01-26-2012,26,4,Consulting,Consulting,Healthcare
mbalux,R1,Admitted,United States,,,Finance,N,,,0,Investment Banking,,
JacksonCinco,R1,Denied without Interview,,770,,,N,,28,0,Non-Profit and Government,,Social Entrepreneurship
jimmered,R1,Application Submitted,,710,3.5,Economics,N,,26,4,Mutual Funds and Brokerage,Account Management,International Business
a*********,R2,Admitted,,770,3.3,Economics,N,,26,6,Consulting,Other,Finance
v*****,R2,Admitted,India,750,3.6,Engineering,N,,25,3,Consulting,Pharmaceuticals,Entrepreneurship
b****,R2,Waitlisted without Interview,United States,750,3.55,Science and Math,N,,34,8,Computer Software,Project Management,Entrepreneurship
T*******,R2,Application Submitted,United States,,,Finance,N,,31,6,Real Estate,,Real Estate
b***************,R2,Admitted,,660,3.52,Finance,N,02-10-2012,28,7,Consulting,,Finance
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
n***************,R2,Application Submitted,,740,,Computer Science,N,,,0,Investment Banking,,
ruthie08,R2,Waitlisted with Interview,,710,3.4,Finance,N,,,,,,General Management
c*****,R2,Waitlisted with Interview,,770,,Economics,N,,27,3,Non-Profit and Government,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
p*******,R2,Admitted,United States,770,3.69,Economics,N,,,3,Non-Profit and Government,,
R********,R2,Application Submitted,China,730,2.87,Engineering,N,,27,5,Consulting,Consulting,International Business
NerdBasher,R2,Waitlisted without Interview,United States,760,3.22,Other,N,,,,,,Strategy
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Thoth,R3,Denied without Interview,United States,680,3.87,Finance,N,,22,2,Military & Defense,Operations,Finance
j******,R2,Admitted,United States,640,3.51,Marketing,N,,,0,,,Marketing
r*********,R1,Denied without Interview,,680,3.63,Business,N,,,0,Accounting,Information Technology,Strategy
zb28,R2,Admitted,,,,,N,,,0,,,
I*****,R1,Application Submitted,,,3.72,Business,N,,,4,Investment Banking,Asset Management,Finance
G*******,R1,Denied without Interview,,700,,,N,,,,,,
Dreamer1,R2,Denied without Interview,United States,700,3.3,Economics,N,,32,9,Telecommunications,Project Management,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
jessicalam,R2,Application Submitted,,,,,N,,,0,,,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
lolingcat,R2,Admitted,United States,,,,Y,03-01-2012,26,2,Consulting,,Marketing
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
ircamach,R2,Application Submitted,United States,,3.24,Marketing,N,,27,5,Entertainment and Sports,Marketing,Marketing
g****,R2,Application Submitted,,720,,Business,N,,,,,,International Business
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
M*****,R2,Waitlisted with Interview,United States,710,,Economics,Y,01-31-2012,25,3,Health Care,Operations,Operations
kribs1,R2,Denied with Interview,,,,,N,,,0,,,
e*****,R3,Denied without Interview,,,,,N,,,0,Entertainment and Sports,,
c********,R2,Application Submitted,United States,720,,Computer Science,N,,,7,Consulting,Information Technology,
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
STM3456,R2,Admitted,,680,3.41,Finance,Y,01-24-2012,26,4,Investment Banking,Consulting,Finance
UriS,R2,Application Submitted,,,,Political Science,N,,,,,,
JMBA2012,R3,Applying,United States,700,3.2,Finance,N,,,,,,General Management
whiteglamdring,R2,Invited to Interview,,730,3.4,Finance,N,,26,3,Consumer Products,Corporate Finance,Finance
wesaull,R2,Interviewed,United States,750,3.74,Economics,Y,02-16-2012,30,6,Accounting,Accounting,Finance
ChuckNouras,R2,Interviewed,Croatia (Hrvatska),720,3.5,Business,Y,02-14-2012,27,4,Investment Banking,Investment Banking,Entrepreneurship
bettingtheranch,R2,Admitted,United States,730,3.1,Finance,N,,27,5,Venture Capital,Other,
l****,R2,Application Submitted,,750,3.5,,N,,,,,,Finance
CSRQueen14,R2,Interviewed,,700,,Economics,Y,02-13-2012,,4,Other,Project Management,General Management
kmcduw,R2,Denied without Interview,United States,760,3.71,Accounting,N,,25,3,Accounting,Accounting,Finance
goblue2005,R2,Denied without Interview,United States,710,3.4,Other,N,,29,4,Law,Law,Real Estate
GoodGuyGreg,R2,Admitted,United States,740,3.5,Political Science,N,,27,0,Investment Banking,General Management,Entrepreneurship
BKLove,R2,Matriculating,,,3.45,,N,,,6,,,
aniruddha87,R2,Matriculating,United States,,,,N,,,0,,,Finance
jennmba,R2,Admitted,,,3.5,Science and Math,N,,26,4,Consulting,Consulting,Healthcare
Eco34,R2,Admitted,United States,,,,N,,,0,,,Sustainability
Private,-,-,-,-,-,-,-,-,-,-,-,-,-
d******,R1,Application Submitted,United States,,3.57,Engineering,N,,29,0,Manufacturing,Engineering,
johnnash365,R1,Applying,,,,,N,,,0,,,Entrepreneurship
Tremayne42,R1,Applying,,,3,Business,N,,,0,,,Sustainability
puneetkaur,R1,Matriculating,,,,,N,,,0,,,
???,R1,Applying,,,,,N,,,0,,,
